id_hecho,n_victimas,fecha,hh,tipo_calle,comuna,longitud,latitud,victima,acusado,gravedad
2019-0046,1,2019-06-04,9.0,GRAL PAZ,13.0,-58.47617802,-34.53825652,MOTO,AUTO,FATAL
2019-0047,1,2019-06-06,10.0,AVENIDA,4.0,-58.38641783,-34.63330028,PEATON,CARGAS,FATAL
2019-0048,1,2019-06-07,7.0,AVENIDA,6.0,-58.45322169,-34.62038137,MOTO,CARGAS,FATAL
2019-0049,1,2019-06-08,9.0,CALLE,13.0,-58.45849057,-34.56166498,PEATON,CARGAS,FATAL
2019-0050,1,2019-06-08,23.0,AVENIDA,14.0,-58.41829559,-34.59411677,MOTO,CARGAS,FATAL
2019-0051,1,2019-06-11,10.0,CALLE,4.0,-58.36376488,-34.63832093,MOTO,AUTO,FATAL
2019-0053,1,2019-06-14,17.0,AVENIDA,8.0,-58.46442668,-34.66004784,AUTO,AUTO,FATAL
2019-0054,1,2019-06-20,3.0,CALLE,15.0,-58.48222035,-34.58428769,MOTO,OBJETO FIJO,FATAL
2019-0055,1,2019-06-20,19.0,AVENIDA,1.0,-58.36819005,-34.60283208,MOTO,PASAJEROS,FATAL
2019-0056,1,2019-06-29,17.0,AVENIDA,7.0,-58.45877601,-34.62330939,PEATON,AUTO,FATAL
2019-0057,1,2019-07-05,19.0,CALLE,13.0,-58.44196498,-34.55760517,PEATON,AUTO,FATAL
2019-0058,1,2019-07-10,9.0,AUTOPISTA,10.0,-58.50622631,-34.63627822,MOTO,PASAJEROS,FATAL
2019-0059,1,2019-07-13,22.0,CALLE,1.0,-58.3841088,-34.63099197,MOTO,PASAJEROS,FATAL
2019-0060,1,2019-07-17,11.0,AVENIDA,10.0,-58.48100602,-34.63504312,PEATON,AUTO,FATAL
2019-0061,1,2019-07-17,18.0,CALLE,13.0,-58.45200171,-34.5578132,PEATON,PASAJEROS,FATAL
2019-0062,1,2019-08-01,23.0,AVENIDA,13.0,-58.44462132,-34.56201105,PEATON,PASAJEROS,FATAL
2019-0063,1,2019-08-04,1.0,AVENIDA,15.0,-58.45220688,-34.58711712,MOTO,PASAJEROS,FATAL
2019-0064,1,2019-08-06,3.0,AVENIDA,7.0,-58.4596221,-34.6224514,MOTO,AUTO,FATAL
2019-0065,1,2019-08-08,16.0,CALLE,4.0,-58.4197085,-34.65414867,PEATON,PASAJEROS,FATAL
2019-0066,1,2019-08-11,21.0,AVENIDA,7.0,-58.44187596,-34.64938031,PEATON,AUTO,FATAL
2019-0067,1,2019-08-14,15.0,CALLE,10.0,-58.49101637,-34.64276621,MOTO,CARGAS,FATAL
2019-0068,1,2019-08-14,17.0,AVENIDA,8.0,-58.42493829,-34.66256502,MOTO,MOTO,FATAL
2019-0069,1,2019-08-17,5.0,AVENIDA,4.0,-58.40489318,-34.62930162,MOTO,AUTO,FATAL
2019-0070,1,2019-08-22,12.0,AVENIDA,14.0,-58.4268668,-34.59217875,MOTO,BICICLETA,FATAL
2019-0071,1,2019-08-27,11.0,AVENIDA,9.0,-58.479611,-34.65620398,PEATON,CARGAS,FATAL
2019-0072,1,2019-08-28,6.0,AVENIDA,10.0,-58.47439934,-34.63524207,AUTO,AUTO,FATAL
2019-0073,1,2019-08-29,1.0,AVENIDA,15.0,-58.46711912,-34.57926018,AUTO,OBJETO FIJO,FATAL
2019-0074,1,2019-08-29,9.0,AUTOPISTA,13.0,-58.46514781,-34.53465378,MOTO,CARGAS,FATAL
2019-0075,1,2019-08-30,23.0,CALLE,4.0,-58.37571078,-34.65584079,MOTO,PASAJEROS,FATAL
2019-0076,1,2019-09-05,18.0,AUTOPISTA,4.0,-58.37157668,-34.65429986,MOTO,CARGAS,FATAL
2019-0077,1,2019-09-08,3.0,AVENIDA,14.0,-58.39811256,-34.58070186,PEATON,AUTO,FATAL
2019-0078,1,2019-09-12,8.0,AVENIDA,4.0,-58.41125934,-34.6541774,PEATON,CARGAS,FATAL
2019-0079,1,2019-09-17,5.0,CALLE,5.0,-58.41822901,-34.61866836,MOTO,PASAJEROS,FATAL
2019-0080,1,2019-09-17,18.0,GRAL PAZ,13.0,-58.47617802,-34.53825652,PEATON,MOTO,FATAL
2019-0081,1,2019-09-23,16.0,AVENIDA,15.0,-58.46141281,-34.58623761,PEATON,PASAJEROS,FATAL
2019-0082,1,2019-09-25,7.0,AVENIDA,8.0,-58.42985146,-34.6611974,BICICLETA,CARGAS,FATAL
2019-0083,1,2019-09-26,8.0,CALLE,9.0,-58.48457413,-34.6583909,AUTO,AUTO,FATAL
2019-0084,1,2019-09-27,11.0,CALLE,7.0,-58.46572884,-34.63628186,BICICLETA,CARGAS,FATAL
2019-0085,1,2019-10-09,22.0,CALLE,10.0,-58.49261744,-34.6341913,BICICLETA,TREN,FATAL
2019-0086,1,2019-10-15,14.0,AVENIDA,15.0,-58.45283186,-34.5884156,MOTO,PASAJEROS,FATAL
2019-0087,1,2019-10-21,21.0,AVENIDA,12.0,-58.47973681,-34.57418656,MOTO,MOTO,FATAL
2019-0088,1,2019-10-22,20.0,AVENIDA,4.0,-58.40623949,-34.65076549,PEATON,PASAJEROS,FATAL
2019-0089,1,2019-10-23,15.0,AVENIDA,4.0,-58.36244648,-34.63107887,PEATON,CARGAS,FATAL
2019-0090,1,2019-10-24,18.0,AVENIDA,9.0,-58.49962423,-34.64868027,PEATON,MOTO,FATAL
2019-0091,1,2019-11-01,20.0,AVENIDA,15.0,-58.44551437,-34.59559816,PEATON,PASAJEROS,FATAL
2019-0092,1,2019-11-03,10.0,CALLE,4.0,-58.35608181,-34.63420319,PEATON,PASAJEROS,FATAL
2019-0093,1,2019-11-13,11.0,AVENIDA,11.0,-58.46483679,-34.60907662,BICICLETA,OTRO,FATAL
2019-0094,1,2019-11-18,14.0,CALLE,15.0,-58.44368628,-34.59724326,MOTO,OTRO,FATAL
2019-0095,1,2019-11-20,15.0,AUTOPISTA,1.0,-58.37864583,-34.62907067,MOTO,CARGAS,FATAL
2019-0096,1,2019-11-22,19.0,AVENIDA,1.0,-58.37560352,-34.62726382,PEATON,PASAJEROS,FATAL
2019-0097,1,2019-11-25,8.0,AUTOPISTA,9.0,-58.47721439,-34.64815069,MOTO,MULTIPLE,FATAL
2019-0098,1,2019-11-25,14.0,AVENIDA,15.0,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS,FATAL
2019-0100,1,2019-12-05,17.0,AVENIDA,12.0,-58.49040794,-34.58368803,MOTO,AUTO,FATAL
2019-0101,1,2019-12-17,4.0,AVENIDA,4.0,-58.42102679,-34.64991178,MOTO,MOTO,FATAL
2019-0102,1,2019-12-17,14.0,CALLE,9.0,-58.52219407,-34.64143926,MOTO,AUTO,FATAL
2019-0103,1,2019-12-18,,GRAL PAZ,11.0,-58.52169422,-34.5947164,MOTO,MOTO,FATAL
2019-0104,1,2019-12-21,4.0,AVENIDA,10.0,-58.47460416,-34.63206174,MOTO,AUTO,FATAL
2019-0105,1,2019-05-05,11.0,AVENIDA,10.0,-58.50512382,-34.61520391,PEATON,AUTO,FATAL
2020-0001,1,2020-01-04,10.0,CALLE,15.0,-58.43910409,-34.59213355,PEATON,AUTO,FATAL
2020-0002,1,2020-01-05,20.0,AVENIDA,7.0,-58.45019436,-34.64646409,MOTO,OBJETO FIJO,FATAL
2020-0003,1,2020-01-11,6.0,AVENIDA,3.0,-58.39337644,-34.60927582,PEATON,AUTO,FATAL
2020-0004,1,2020-01-14,21.0,AVENIDA,1.0,-58.39055614,-34.60919284,PEATON,PASAJEROS,FATAL
2020-0005,1,2020-01-14,6.0,AVENIDA,3.0,-58.41036975,-34.62477021,MOTO,PASAJEROS,FATAL
2020-0006,1,2020-01-20,12.0,AVENIDA,8.0,-58.44925765,-34.65412546,MOTO,CARGAS,FATAL
2020-0007,1,2020-01-27,0.0,CALLE,1.0,-58.3815685,-34.61648696,PEATON,MOTO,FATAL
2020-0008,1,2020-01-30,7.0,AVENIDA,2.0,-58.40662899,-34.59804521,MOTO,CARGAS,FATAL
2020-0009,1,2020-02-04,14.0,CALLE,5.0,-58.41985649,-34.6060085,PEATON,AUTO,FATAL
2020-0010,1,2020-02-08,5.0,AVENIDA,1.0,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,FATAL
2020-0011,1,2020-02-12,11.0,CALLE,5.0,-58.41803309,-34.61823178,MOTO,CARGAS,FATAL
2020-0012,1,2020-02-18,21.0,CALLE,3.0,-58.40604003,-34.61783553,PEATON,MOTO,FATAL
2020-0013,1,2020-02-20,12.0,AVENIDA,15.0,-58.47549929,-34.57994061,PEATON,MOTO,FATAL
2020-0014,1,2020-02-27,2.0,CALLE,11.0,-58.51398484,-34.61600366,MOTO,PASAJEROS,FATAL
2020-0015,1,2020-02-28,14.0,AVENIDA,1.0,-58.36797542,-34.62519403,MOTO,PASAJEROS,FATAL
2020-0016,1,2020-02-29,13.0,AVENIDA,1.0,-58.37133616,-34.59879316,PEATON,PASAJEROS,FATAL
2020-0017,1,2020-03-05,23.0,AVENIDA,3.0,-58.39613805,-34.61413568,PEATON,AUTO,FATAL
2020-0018,1,2020-03-09,14.0,AVENIDA,13.0,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,FATAL
2020-0019,1,2020-03-10,21.0,CALLE,5.0,-58.41972364,-34.6284667,PEATON,AUTO,FATAL
2020-0020,1,2020-03-13,17.0,AVENIDA,3.0,-58.40571596,-34.60557123,PEATON,MOTO,FATAL
2020-0021,1,2020-03-14,16.0,CALLE,2.0,-58.4145159,-34.59488319,PEATON,AUTO,FATAL
2020-0022,1,2020-04-07,6.0,AUTOPISTA,9.0,-58.47297505,-34.66245085,AUTO,CARGAS,FATAL
2020-0023,1,2020-04-09,18.0,AVENIDA,4.0,-58.35791192,-34.63695178,AUTO,CARGAS,FATAL
2020-0024,1,2020-04-24,7.0,CALLE,9.0,-58.50801713,-34.65177305,AUTO,AUTO,FATAL
2020-0025,1,2020-05-12,5.0,AVENIDA,3.0,-58.40258477,-34.60975108,PEATON,AUTO,FATAL
2020-0026,1,2020-05-17,6.0,AUTOPISTA,14.0,,,MOTO,OBJETO FIJO,FATAL
2020-0027,1,2020-05-18,8.0,AVENIDA,8.0,-58.48267426,-34.68454456,PEATON,CARGAS,FATAL
2020-0028,1,2020-05-19,10.0,AVENIDA,15.0,-58.44248936,-34.60221948,PEATON,PASAJEROS,FATAL
2020-0029,1,2020-06-10,14.0,GRAL PAZ,9.0,-58.52909134,-34.63886726,PEATON,PASAJEROS,FATAL
2020-0030,1,2020-06-16,15.0,AVENIDA,6.0,-58.45158942,-34.6064658,MOTO,MULTIPLE,FATAL
2020-0031,1,2020-06-30,8.0,AVENIDA,9.0,-58.49344309,-34.65788529,MOTO,CARGAS,FATAL
2020-0032,1,2020-07-10,23.0,AVENIDA,15.0,-58.44259166,-34.59635137,MOTO,AUTO,FATAL
2020-0033,1,2020-07-19,6.0,GRAL PAZ,13.0,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,FATAL
2020-0034,1,2020-08-02,3.0,CALLE,3.0,-58.41178158,-34.60922259,PEATON,AUTO,FATAL
2020-0035,1,2020-08-04,5.0,AUTOPISTA,7.0,-58.45068621,-34.63638927,MOTO,PASAJEROS,FATAL
2020-0036,1,2020-08-07,18.0,AVENIDA,14.0,-58.42016954,-34.5877879,PEATON,MOTO,FATAL
2020-0037,1,2020-08-29,4.0,AVENIDA,8.0,-58.43850413,-34.65554754,PEATON,AUTO,FATAL
2020-0038,2,2020-08-30,4.0,AVENIDA,14.0,-58.40617526,-34.58345898,AUTO,AUTO,FATAL
2020-0039,1,2020-09-01,19.0,CALLE,9.0,,,PEATON,CARGAS,FATAL
2020-0040,1,2020-09-12,3.0,AVENIDA,2.0,-58.38526125,-34.5780581,AUTO,OBJETO FIJO,FATAL
2020-0041,1,2020-09-28,1.0,AVENIDA,7.0,-58.4475047,-34.63491705,MOTO,PASAJEROS,FATAL
2020-0042,1,2020-09-29,17.0,AVENIDA,8.0,-58.46745752,-34.68192648,PEATON,PASAJEROS,FATAL
2020-0043,1,2020-09-30,17.0,AVENIDA,1.0,-58.37202621,-34.59717942,PEATON,PASAJEROS,FATAL
2020-0044,1,2020-10-05,0.0,AVENIDA,6.0,-58.42779702,-34.62207347,AUTO,AUTO,FATAL
2020-0045,1,2020-10-19,3.0,GRAL PAZ,8.0,-58.46244952,-34.70524971,AUTO,CARGAS,FATAL
2020-0046,1,2020-10-27,21.0,AVENIDA,11.0,-58.4844016,-34.60776782,MOTO,MOTO,FATAL
2020-0047,1,2020-10-27,14.0,AUTOPISTA,9.0,-58.46668375,-34.65174801,PEATON,CARGAS,FATAL
2020-0048,1,2020-10-29,20.0,AVENIDA,15.0,-58.4495878,-34.59322448,MOTO,OBJETO FIJO,FATAL
2020-0049,1,2020-10-30,20.0,AVENIDA,1.0,-58.37533517,-34.59276462,PEATON,AUTO,FATAL
2020-0050,1,2020-11-01,22.0,AVENIDA,14.0,-58.42525456,-34.57866344,PEATON,MOTO,FATAL
2020-0051,1,2020-11-05,0.0,AVENIDA,10.0,-58.48493828,-34.62981124,MOTO,AUTO,FATAL
2020-0052,1,2020-11-07,6.0,AVENIDA,3.0,-58.40480504,-34.60183884,BICICLETA,CARGAS,FATAL
2020-0053,1,2020-11-09,3.0,AVENIDA,4.0,-58.41125934,-34.6541774,AUTO,AUTO,FATAL
2020-0054,1,2020-11-19,9.0,CALLE,4.0,-58.39956546,-34.6297708,BICICLETA,AUTO,FATAL
2020-0055,1,2020-11-19,12.0,AVENIDA,12.0,-58.49005682,-34.5786897,PEATON,CARGAS,FATAL
2020-0056,1,2020-11-21,13.0,GRAL PAZ,8.0,-58.47064556,-34.69843756,MOTO,CARGAS,FATAL
2020-0057,1,2020-11-23,7.0,AVENIDA,11.0,-58.4750156,-34.61945902,PEATON,AUTO,FATAL
2020-0058,1,2020-11-24,16.0,AVENIDA,10.0,-58.48727942,-34.63652467,PEATON,AUTO,FATAL
2020-0059,1,2020-12-01,6.0,CALLE,1.0,-58.3795169,-34.62794241,PEATON,PASAJEROS,FATAL
2020-0060,1,2020-12-03,20.0,AVENIDA,9.0,-58.47750832,-34.65672199,PEATON,MOTO,FATAL
2020-0061,1,2020-12-03,14.0,AUTOPISTA,13.0,-58.44927253,-34.54048625,MOTO,CARGAS,FATAL
2020-0062,1,2020-12-04,17.0,CALLE,3.0,-58.39246272,-34.61253541,BICICLETA,PASAJEROS,FATAL
2020-0063,2,2020-12-05,7.0,CALLE,11.0,-58.52783814,-34.61047001,PEATON_MOTO,MOTO,FATAL
2020-0065,1,2020-12-05,16.0,GRAL PAZ,12.0,-58.49332664,-34.54836855,MOTO,AUTO,FATAL
2020-0066,1,2020-12-07,4.0,AUTOPISTA,10.0,-58.50178784,-34.63593897,MOTO,OBJETO FIJO,FATAL
2020-0067,1,2020-12-11,22.0,AVENIDA,4.0,-58.41657793,-34.65476216,PEATON,PASAJEROS,FATAL
2020-0068,1,2020-12-12,20.0,AVENIDA,2.0,-58.39731474,-34.58307887,MOTO,AUTO,FATAL
2020-0069,1,2020-12-15,5.0,AVENIDA,1.0,-58.38746381,-34.61790839,MOTO,PASAJEROS,FATAL
2020-0070,1,2020-12-17,15.0,AVENIDA,2.0,-58.39189441,-34.59176378,PEATON,PASAJEROS,FATAL
2020-0071,1,2020-12-17,23.0,AVENIDA,7.0,-58.46749188,-34.63551751,PEATON,AUTO,FATAL
2020-0072,1,2020-12-19,3.0,AVENIDA,3.0,-58.40280471,-34.62113271,BICICLETA,AUTO,FATAL
2020-0073,1,2020-12-20,7.0,AVENIDA,8.0,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,FATAL
2020-0074,1,2020-12-20,21.0,AVENIDA,7.0,-58.47110424,-34.62742408,AUTO,AUTO,FATAL
2020-0075,1,2020-12-23,14.0,AVENIDA,1.0,-58.38220928,-34.60373898,PEATON,PASAJEROS,FATAL
2020-0076,1,2020-12-24,12.0,AVENIDA,10.0,-58.49794468,-34.61565025,AUTO,PASAJEROS,FATAL
2020-0077,2,2020-12-25,6.0,AVENIDA,15.0,-58.47220945,-34.60111373,MOTO,AUTO,FATAL
2020-0078,1,2020-12-25,5.0,CALLE,7.0,-58.43706741,-34.63217813,BICICLETA,PASAJEROS,FATAL
2020-0079,1,2020-12-27,4.0,GRAL PAZ,12.0,-58.49332664,-34.54836855,MOTO,OBJETO FIJO,FATAL
2021-0001,1,2021-01-06,18.0,AUTOPISTA,1.0,-58.37960727,-34.62622851,MOTO,AUTO,FATAL
2021-0002,1,2021-01-07,10.0,AVENIDA,9.0,-58.51061062,-34.64972472,MOTO,CARGAS,FATAL
2021-0003,1,2021-01-10,7.0,AUTOPISTA,7.0,-58.43052224,-34.62941648,MOTO,OBJETO FIJO,FATAL
2021-0004,1,2021-01-11,9.0,AVENIDA,5.0,-58.41455544,-34.63866836,PEATON,CARGAS,FATAL
2021-0005,1,2021-01-11,21.0,AVENIDA,9.0,-58.46774439,-34.64730145,PEATON,AUTO,FATAL
2021-0006,1,2021-01-12,21.0,AUTOPISTA,14.0,-58.40786274,-34.56726817,MOTO,CARGAS,FATAL
2021-0007,1,2021-01-18,10.0,AVENIDA,15.0,-58.48744301,-34.58622275,MOTO,MOTO,FATAL
2021-0008,1,2021-01-22,23.0,AVENIDA,4.0,-58.41657793,-34.65476216,PEATON,PASAJEROS,FATAL
2021-0009,1,2021-01-23,5.0,AVENIDA,6.0,-58.45351111,-34.61134937,MOTO,OBJETO FIJO,FATAL
2021-0010,1,2021-01-23,8.0,GRAL PAZ,12.0,-58.5007381,-34.5497951,MOTO,AUTO,FATAL
2021-0011,1,2021-01-27,1.0,AVENIDA,2.0,-58.39144148,-34.59564871,PEATON,AUTO,FATAL
2021-0012,1,2021-01-29,20.0,AUTOPISTA,8.0,-58.48191128,-34.68385968,PEATON,AUTO,FATAL
2021-0013,1,2021-01-31,6.0,AVENIDA,10.0,-58.48727942,-34.63652467,MOTO,OBJETO FIJO,FATAL
2021-0014,1,2021-02-02,0.0,AVENIDA,15.0,-58.48328708,-34.59779521,PEATON,AUTO,FATAL
2021-0015,1,2021-02-06,3.0,AVENIDA,15.0,-58.49018543,-34.5972499,MOTO,OBJETO FIJO,FATAL
2021-0016,1,2021-02-14,5.0,AVENIDA,8.0,-58.47230127,-34.68482689,AUTO,OBJETO FIJO,FATAL
2021-0017,1,2021-02-17,4.0,AVENIDA,1.0,-58.38262614,-34.63168269,MOTO,PASAJEROS,FATAL
2021-0018,1,2021-02-20,19.0,CALLE,3.0,-58.41047268,-34.60793518,PEATON,AUTO,FATAL
2021-0019,1,2021-02-21,1.0,AVENIDA,12.0,-58.49659234,-34.56353635,MOTO,OBJETO FIJO,FATAL
2021-0020,1,2021-02-21,15.0,CALLE,5.0,-58.42462955,-34.60727189,PEATON,CARGAS,FATAL
2021-0021,1,2021-02-26,5.0,CALLE,3.0,-58.41168345,-34.61185625,MOTO,OBJETO FIJO,FATAL
2021-0022,1,2021-02-28,12.0,AVENIDA,13.0,-58.45157681,-34.55217303,PASAJEROS,,FATAL
2021-0023,1,2021-03-01,9.0,AUTOPISTA,4.0,,,MOTO,CARGAS,FATAL
2021-0024,1,2021-03-03,16.0,AVENIDA,9.0,-58.49573651,-34.67006054,BICICLETA,CARGAS,FATAL
2021-0025,1,2021-03-11,3.0,GRAL PAZ,8.0,-58.48695354,-34.68795245,MOTO,OTRO,FATAL
2021-0026,1,2021-03-15,2.0,AUTOPISTA,4.0,-58.37562539,-34.64449357,MOTO,OBJETO FIJO,FATAL
2021-0027,1,2021-03-16,15.0,GRAL PAZ,12.0,-58.49491054,-34.54795581,MOTO,CARGAS,FATAL
2021-0028,1,2021-03-29,17.0,AVENIDA,7.0,-58.44147621,-34.64357704,PEATON,PASAJEROS,FATAL
2021-0029,1,2021-03-31,18.0,AVENIDA,7.0,-58.46899119,-34.63215432,AUTO,AUTO,FATAL
2021-0030,1,2021-04-03,18.0,CALLE,4.0,-58.38685612,-34.63455776,PEATON,PASAJEROS,FATAL
2021-0031,1,2021-04-07,10.0,AVENIDA,1.0,-58.38113667,-34.61765323,PEATON,CARGAS,FATAL
2021-0032,1,2021-04-10,19.0,AUTOPISTA,13.0,-58.44112678,-34.54538956,PEATON,MOTO,FATAL
2021-0033,1,2021-04-14,17.0,AUTOPISTA,5.0,-58.41595919,-34.62743346,AUTO,OBJETO FIJO,FATAL
2021-0034,1,2021-04-19,14.0,AVENIDA,4.0,-58.40184094,-34.64546845,MOTO,CARGAS,FATAL
2021-0035,1,2021-05-03,9.0,AVENIDA,8.0,-58.44642231,-34.65679806,MOTO,CARGAS,FATAL
2021-0036,1,2021-05-09,6.0,GRAL PAZ,11.0,-58.52340614,-34.59798754,MOTO,OBJETO FIJO,FATAL
2021-0037,1,2021-05-11,7.0,AVENIDA,13.0,-58.46649069,-34.56219075,PEATON,PASAJEROS,FATAL
2021-0038,1,2021-05-14,11.0,AVENIDA,14.0,-58.42653328,-34.57816791,MOTO,CARGAS,FATAL
2021-0039,1,2021-05-15,12.0,AVENIDA,9.0,-58.50407099,-34.65303372,BICICLETA,AUTO,FATAL
2021-0040,1,2021-05-20,5.0,GRAL PAZ,13.0,-58.46743471,-34.53476874,MOTO,AUTO,FATAL
2021-0041,1,2021-05-20,8.0,AVENIDA,14.0,-58.40986646,-34.5772806,PEATON,PASAJEROS,FATAL
2021-0042,1,2021-05-21,5.0,AVENIDA,9.0,-58.51739138,-34.63931792,PEATON,PASAJEROS,FATAL
2021-0043,1,2021-05-22,18.0,AVENIDA,9.0,-58.50719962,-34.65556223,PEATON,AUTO,FATAL
2021-0044,1,2021-05-25,2.0,AVENIDA,9.0,-58.46712311,-34.64600222,MOTO,OBJETO FIJO,FATAL
2021-0045,1,2021-05-26,17.0,AUTOPISTA,4.0,-58.37709334,-34.64035082,MOTO,MULTIPLE,FATAL
2021-0046,1,2021-05-31,2.0,AVENIDA,15.0,-58.46033141,-34.58569883,AUTO,OBJETO FIJO,FATAL
2021-0047,1,2021-06-02,16.0,AVENIDA,4.0,-58.42190745,-34.65633192,MOTO,AUTO,FATAL
2021-0048,1,2021-06-03,9.0,AVENIDA,12.0,-58.49026573,-34.5698141,BICICLETA,AUTO,FATAL
2021-0049,1,2021-06-03,20.0,AVENIDA,8.0,-58.45410344,-34.66902702,AUTO,AUTO,FATAL
2021-0050,1,2021-06-10,13.0,AVENIDA,13.0,-58.44751621,-34.55719892,MOTO,PASAJEROS,FATAL
2021-0051,1,2021-06-15,19.0,AVENIDA,4.0,-58.42040352,-34.66005171,PEATON,CARGAS,FATAL
2021-0052,1,2021-06-20,5.0,GRAL PAZ,8.0,-58.49530249,-34.68010798,MOTO,OBJETO FIJO,FATAL
2021-0053,1,2021-06-20,12.0,AVENIDA,15.0,-58.44399875,-34.5947736,PEATON,BICICLETA,FATAL
2021-0054,1,2021-06-22,14.0,CALLE,4.0,-58.42759813,-34.65463857,MOTO,CARGAS,FATAL
2021-0055,1,2021-06-29,12.0,AVENIDA,3.0,-58.40547222,-34.60456293,MOTO,CARGAS,FATAL
2021-0056,1,2021-07-09,23.0,AVENIDA,4.0,-58.42473018,-34.6500828,BICICLETA,AUTO,FATAL
2021-0057,1,2021-07-10,23.0,AUTOPISTA,2.0,-58.39257023,-34.57563957,AUTO,OBJETO FIJO,FATAL
2021-0058,1,2021-07-21,0.0,GRAL PAZ,12.0,-58.48941042,-34.54596153,PEATON,AUTO,FATAL
2021-0059,1,2021-07-22,1.0,AVENIDA,3.0,-58.3964074,-34.62783085,AUTO,OBJETO FIJO,FATAL
2021-0060,1,2021-07-22,12.0,AVENIDA,5.0,-58.41971993,-34.6111224,PEATON,PASAJEROS,FATAL
2021-0061,1,2021-07-24,9.0,AVENIDA,4.0,-58.40544588,-34.65012801,PEATON,CARGAS,FATAL
2021-0062,1,2021-07-27,7.0,AVENIDA,4.0,-58.42003882,-34.64645957,AUTO,CARGAS,FATAL
2021-0063,1,2021-08-02,4.0,AVENIDA,7.0,-58.46851293,-34.63348678,AUTO,AUTO,FATAL
2021-0064,1,2021-08-02,20.0,GRAL PAZ,9.0,-58.52931141,-34.65422917,PEATON,CARGAS,FATAL
2021-0065,1,2021-08-06,8.0,AVENIDA,6.0,-58.42675754,-34.6269973,PEATON,PASAJEROS,FATAL
2021-0066,1,2021-08-06,20.0,AVENIDA,11.0,-58.52933723,-34.61098186,PEATON,PASAJEROS,FATAL
2021-0067,1,2021-08-08,9.0,AUTOPISTA,1.0,-58.37910943,-34.62764718,MOTO,OBJETO FIJO,FATAL
2021-0068,1,2021-08-15,6.0,AVENIDA,11.0,-58.52161176,-34.61164474,MOTO,OBJETO FIJO,FATAL
2021-0069,1,2021-08-20,17.0,AVENIDA,14.0,-58.41354692,-34.5869768,PEATON,AUTO,FATAL
2021-0070,1,2021-08-28,8.0,AVENIDA,8.0,-58.43960781,-34.65470804,MOTO,CARGAS,FATAL
2021-0071,1,2021-08-31,16.0,CALLE,3.0,-58.4045461,-34.60003693,PEATON,MOTO,FATAL
2021-0072,1,2021-09-01,19.0,AVENIDA,2.0,-58.39303911,-34.59871111,PEATON,AUTO,FATAL
2021-0073,1,2021-09-18,12.0,AVENIDA,2.0,-58.39391034,-34.58405348,BICICLETA,AUTO,FATAL
2021-0074,1,2021-09-20,15.0,GRAL PAZ,12.0,-58.5007381,-34.5497951,MOTO,MULTIPLE,FATAL
2021-0075,1,2021-09-21,14.0,CALLE,1.0,-58.38281301,-34.62786038,PEATON,CARGAS,FATAL
2021-0076,1,2021-10-16,6.0,AVENIDA,7.0,-58.43980799,-34.65094083,MOTO,OBJETO FIJO,FATAL
2021-0077,1,2021-10-18,7.0,AVENIDA,6.0,-58.44402387,-34.62933109,MOTO,CARGAS,FATAL
2021-0078,1,2021-10-23,6.0,AVENIDA,6.0,-58.42779702,-34.62207347,MOTO,PASAJEROS,FATAL
2021-0079,1,2021-10-25,3.0,CALLE,3.0,-58.40944147,-34.60097942,PEATON,AUTO,FATAL
2021-0080,1,2021-10-28,16.0,AVENIDA,1.0,-58.38277479,-34.5943016,MOTO,AUTO,FATAL
2021-0081,1,2021-11-02,13.0,AUTOPISTA,4.0,-58.37627355,-34.63800916,MOTO,CARGAS,FATAL
2021-0082,1,2021-11-06,4.0,AUTOPISTA,3.0,-58.39591856,-34.62453459,MOTO,AUTO,FATAL
2021-0083,1,2021-11-09,0.0,AVENIDA,13.0,-58.45829717,-34.56015762,MOTO,AUTO,FATAL
2021-0084,1,2021-11-11,3.0,AVENIDA,9.0,-58.49142611,-34.64584795,AUTO,OBJETO FIJO,FATAL
2021-0085,1,2021-11-20,18.0,GRAL PAZ,12.0,-58.51271409,-34.57786555,MOTO,OBJETO FIJO,FATAL
2021-0086,1,2021-11-25,10.0,AVENIDA,6.0,-58.44864864,-34.62352826,PEATON,PASAJEROS,FATAL
2021-0087,1,2021-11-27,11.0,CALLE,1.0,-58.37795815,-34.59167894,PEATON,BICICLETA,FATAL
2021-0088,1,2021-12-01,15.0,CALLE,13.0,-58.45531707,-34.55555257,MOTO,AUTO,FATAL
2021-0089,1,2021-12-02,1.0,AVENIDA,11.0,-58.47633683,-34.62140594,MOTO,AUTO,FATAL
2021-0090,1,2021-12-10,11.0,AVENIDA,1.0,-58.38188582,-34.60256036,PEATON,PASAJEROS,FATAL
2021-0091,1,2021-12-11,23.0,CALLE,10.0,-58.51989389,-34.62284918,MOTO,AUTO,FATAL
2021-0092,1,2021-12-12,6.0,AVENIDA,3.0,-58.4059686,-34.61011987,PEATON,AUTO,FATAL
2021-0093,1,2021-12-13,17.0,AVENIDA,7.0,-58.43353773,-34.64561636,MOTO,AUTO,FATAL
2021-0094,1,2021-12-20,1.0,AUTOPISTA,9.0,-58.46739825,-34.65117757,MOTO,AUTO,FATAL
